Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
American Samoa,0.022,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,58652,2
Australia,0.013,51.1,8529,15493320082,193,0.005,0.7,0.094,84,0.9,20697900,2
Fiji,0.023,41.5,1360,3103099942,144,0.02,0.1,0.073,72,0.3,828060,2
French Polynesia,0.018,49.0516561,851,15493320082,193,0.02,0.3,0.119,77,0.6,257731,2
Guam,0.019,49.0516561,8529,15493320082,193,0.02,0.4,0.119,80,0.5,158429,2
Kiribati,0.024,31.8,70,104668675,124,0.05,0,0.119,69,0,91953,0
Marshall Islands,0.035,49.0516561,92,143352031,547,0.033,0,0.119,75,0.5,52084,2
"Micronesia, Fed. Sts.",0.025,59.6,103,252991205,285,0.036,0.1,0.156,69,0.2,105686,0
New Caledonia,0.018,49.0516561,2780,15493320082,193,0.02,0.3,0.119,80,0.7,238459,2
New Zealand,0.014,35.4,33553,1.10205E+11,193,0.005,0.7,0.082,82,0.9,4184600,1
Papua New Guinea,0.032,41.5,4595,5598700444,31,0.055,0,0.106,63,0,6245797,0
Samoa,0.029,49.0516561,158,453082900,129,0.016,0,0.117,75,0.3,181073,0
Solomon Islands,0.034,49.0516561,180,456735445,63,0.029,0,0.139,67,0,480745,0
Tonga,0.029,27.5,176,295998379,159,0.013,0.1,0.12,74,0.3,101617,0
Vanuatu,0.029,49.0516561,48,437072934,64,0.017,0.1,0.083,72,0.1,214654,0
Antigua and Barbuda,0.018,47.6,425,1141418340,607,0.01,0.3,0.109,77,1.3,83467,2
Argentina,0.018,49.0516561,8529,15493320082,454,0.015,0.2,0.086,79,0.8,38988923,1
Aruba,0.012,49.0516561,2274,2421474860,193,0.02,0.3,0.113,77,1.1,100830,2
"Bahamas, The",0.015,49.0516561,1522,7965588000,193,0.012,0.3,0.055,77,0.8,335622,2
Barbados,0.013,49.0516561,1371,4314050000,826,0.014,0.6,0.103,77,0.9,274923,2
Belize,0.026,34.8,407,1217450000,192,0.018,0.1,0.142,75,0.4,278985,0
Bermuda,0.013,49.0516561,521,5414299000,193,0.02,0.7,0.119,82,0.9,64523,2
Bolivia,0.028,49.0516561,14910,11451845341,58,0.042,0.1,0.119,67,0.3,9517395,0
Brazil,0.017,49.0516561,8529,15493320082,491,0.019,0.3,0.119,76,0.5,5971526,2
Canada,0.011,45,8529,15493320082,193,0.005,0.7,0.058,83,0.6,32570505,2
Cayman Islands,0.02,49.0516561,517,15493320082,193,0.02,0.4,0.119,75,1.9,50026,2
Chile,0.015,49.0516561,64393,1.54671E+11,587,0.008,0.3,0.08,81,0.8,16504530,1
Colombia,0.021,49.0516561,62940,1.62774E+11,227,0.018,0.2,0.129,76,0.7,43841370,1
Costa Rica,0.017,55.2,7437,22526464409,410,0.009,0.3,0.222,81,0.3,4392493,2
Cuba,0.011,49.0516561,27407,52742100000,360,0.005,0.1,0.119,80,0,11301100,2
Curacao,0.014,49.0516561,8529,15493320082,193,0.02,0.1,0.119,79,0.5,140217,2
Dominica,0.015,37,110,382299140,271,0.012,0.4,0.095,75,1,70690,2
Dominican Republic,0.023,35.8,20693,35965041793,197,0.028,0.1,0.195,75,0.5,9479269,2
Ecuador,0.023,35.3,29688,46802044000,216,0.023,0.1,0.098,78,0.6,14023503,2
El Salvador,0.021,34.7,6846,18550700000,203,0.019,0.1,0.119,76,0.6,6096692,2
Greenland,0.015,49.0516561,627,1738432116,193,0.02,0.6,0.119,72,0.9,56774,2
Grenada,0.019,45.3,231,704762536,435,0.013,0.2,0.099,74,0.4,103260,2
Guatemala,0.034,38.7,12526,30231130543,171,0.032,0.1,0.128,73,0.6,12995374,0
Guyana,0.022,39,1291,1458449058,79,0.035,0.1,0.145,68,0.5,765367,0
Haiti,0.028,40.4,2112,4879738636,30,0.064,0.1,0.119,62,0.1,9388642,0
Honduras,0.028,44,7008,10841723354,118,0.025,0.1,0.174,74,0.3,7037428,0
Jamaica,0.016,49.9,12020,11903020644,187,0.018,0.2,0.176,75,0.8,2653042,2
Mexico,0.021,53.1,8529,15493320082,515,0.016,0.2,0.075,78,0.5,5971526,2
Nicaragua,0.025,49.0516561,4466,6786340353,78,0.025,0,0.116,75,0.3,5524927,0
Panama,0.022,44.1,7371,17137000000,350,0.019,0.2,0.084,79,0.6,3428509,2
Paraguay,0.025,44.8,3986,10662013273,101,0.023,0.1,0.119,74,0.5,6014781,2
Peru,0.022,38.3,35064,87554128440,149,0.02,0.2,0.119,75,0.3,28030688,1
Puerto Rico,0.012,57.6,8529,87276164365,193,0.02,0.3,0.119,83,0.6,3805214,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,38272,2
St. Kitts and Nevis,0.02,52.3,235,629511778,517,0.01,0.5,0.093,75,1,49823,2
St. Lucia,0.017,34,367,1018069267,393,0.015,0.2,0.108,76,0.6,167658,2
St. Vincent and the Grenadines,0.018,45,202,611040126,218,0.019,0.1,0.097,74,0.8,108908,2
Suriname,0.02,27.9,2442,2626093294,323,0.025,0.1,0.156,73,0.6,505186,2
Trinidad and Tobago,0.015,37.2,32152,18460905284,625,0.023,0.3,0.109,73,1.2,1303478,2
Turks and Caicos Islands,0.02,49.0516561,143,15493320082,193,0.02,0.1,0.119,75,0.5,27642,2
United States,0.014,47.4,8529,15493320082,193,0.007,0.7,0.08,80,0.8,5971526,2
Uruguay,0.015,49.0516561,6648,19579479147,491,0.012,0.3,0.093,80,0.7,3330217,2
"Venezuela, RB",0.022,49.8,8529,1.83478E+11,387,0.015,0.2,0.155,76,0.7,27190882,1
Virgin Islands (U.S.),0.013,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.5,107700,2
Algeria,0.023,49.0516561,8529,1.34978E+11,135,0.026,0.1,0.08,72,0.8,35097043,1
Angola,0.048,52.1,25152,60448890972,115,0.02,0,0.177,51,0.3,17712824,0
Benin,0.039,49.0516561,4499,5506275948,29,0.069,0,0.119,59,0.2,8707490,0
Botswana,0.025,49.0516561,4701,10939028155,269,0.043,0.1,0.162,46,0.6,1915187,0
Burkina Faso,0.044,47.6,1646,6755823933,32,0.079,0,0.119,54,0.1,14235075,0
Burundi,0.044,49.0516561,191,1356078300,16,0.069,0,0.168,53,0,8328312,0
Cameroon,0.04,50.8,5834,20431779034,50,0.073,0,0.15,53,0.2,19097676,0
Central African Republic,0.036,49.0516561,235,1698125680,18,0.108,0,0.15,48,0.1,4106897,0
Chad,0.049,49.0516561,462,8638711757,27,0.099,0,0.15,49,0.1,10694366,0
Comoros,0.039,49.0516561,121,464948879,36,0.068,0,0.105,61,0.1,632736,0
"Congo, Dem. Rep.",0.045,49.0516561,2604,16364027647,10,0.1,0,0.119,50,0.1,5971526,0
"Congo, Rep.",0.039,49.0516561,1437,8394688589,57,0.053,0,0.15,57,0.3,3758858,0
Cote d'Ivoire,0.036,44.6,6883,19795705245,72,0.084,0,0.119,49,0.4,17949061,0
Djibouti,0.029,37.8,488,847918929,78,0.067,0,0.112,60,0.1,798690,0
"Egypt, Arab Rep.",0.024,45.1,8529,1.30478E+11,85,0.023,0.2,0.125,72,0.4,5971526,1
Equatorial Guinea,0.038,44.1,4796,10197937673,380,0.082,0,0.15,51,0.2,639618,0
Eritrea,0.04,49.0516561,579,1317974493,8,0.044,0,0.119,62,0,5209846,0
Ethiopia,0.037,30.3,5915,19346646117,11,0.061,0,0.075,60,0,5971526,0
Gabon,0.033,44.7,2332,11570860872,262,0.048,0.1,0.15,62,0.8,1447388,0
"Gambia, The",0.044,49.0516561,396,798869805,21,0.055,0.1,0.119,59,0.5,1529406,0
Ghana,0.033,32.7,9578,24757608488,66,0.057,0,0.119,61,0.3,22525659,0
Guinea,0.039,49.0516561,1210,4134173271,26,0.079,0,0.119,55,0.2,10046967,0
Guinea-Bissau,0.04,45.9,231,690721769,29,0.091,0,0.119,54,0.2,1484337,0
Kenya,0.038,49.3,9831,27236739896,32,0.058,0.1,0.133,58,0.3,37752304,0
Lesotho,0.028,49.0516561,7,1597484736,69,0.082,0,0.141,45,0.2,1955784,0
Liberia,0.039,42.9,678,739026892,21,0.072,0,0.15,58,0.2,3522294,0
Libya,0.023,49.0516561,54209,71803278689,276,0.017,0,0.06,76,0.8,5782108,1
Madagascar,0.037,46.5,1815,7342905883,19,0.049,0,0.119,63,0.1,19371023,0
Malawi,0.042,33,953,3647817219,18,0.064,0,0.119,51,0.1,13713758,0
Mali,0.048,51.4,579,7145394015,39,0.09,0,0.119,52,0.2,12725629,0
Mauritania,0.036,49.0516561,1914,3356758534,37,0.073,0,0.119,62,0.4,3330037,0
Mauritius,0.014,49.0516561,3887,7792063567,316,0.014,0.2,0.219,76,0.8,1260403,2
Morocco,0.02,44.4,50267,75226318359,134,0.033,0.2,0.119,71,0.7,30667086,1
Mozambique,0.043,37.5,2391,8035635713,22,0.082,0,0.195,49,0.1,22171404,0
Namibia,0.028,49.0516561,2409,8836063690,294,0.042,0,0.129,62,0.4,2080700,0
Niger,0.051,42.4,821,4291363547,22,0.075,0,0.119,55,0.1,14197289,0
Nigeria,0.042,32.2,95210,1.66451E+11,81,0.091,0.1,0.169,50,0.3,5971526,0
Rwanda,0.038,33.5,557,3707800459,38,0.055,0,0.161,60,0.1,9928143,0
Sao Tome and Principe,0.038,48.7,84,144259257,66,0.044,0.1,0.119,67,0.2,163390,0
Senegal,0.039,45.5,5335,11284603481,45,0.052,0.1,0.119,63,0.3,11904974,0
Seychelles,0.018,48.4,653,1033635773,393,0.012,0.4,0.109,78,0.9,85033,2
Sierra Leone,0.04,49.0516561,634,2158653216,56,0.02,0,0.119,44,0.1,5416015,0
Somalia,0.046,49.0516561,605,15493320082,193,0.104,0,0.119,55,0.1,8910851,0
South Africa,0.022,36.5,8529,15493320082,449,0.047,0.1,0.132,53,0.9,48910248,0
South Sudan,0.039,49.0516561,8529,15493320082,193,0.079,0.1,0.119,53,0.5,8736736,0
Sudan,0.036,36.1,12541,45456460335,85,0.059,0.1,0.119,62,0.2,33218250,0
Swaziland,0.031,36.3,1063,3053823329,190,0.075,0,0.132,47,0.3,1134977,0
Tanzania,0.042,43.9,6150,16825547176,23,0.05,0,0.161,57,0.2,41119693,0
Togo,0.038,52.6,1316,2523462649,28,0.065,0,0.119,55,0.2,5834806,0
Tunisia,0.017,60.6,23869,38920218579,217,0.018,0.2,0.119,76,0.8,10225100,2
Uganda,0.046,36.8,3128,12292813801,37,0.061,0,0.191,55,0.1,30728747,0
Zambia,0.044,49.0516561,1654,11541420981,57,0.07,0,0.189,51,0.2,12109620,0
Zimbabwe,0.032,51.4,10213,5291950101,193,0.058,0.1,0.119,46,0.1,12740160,0
Afghanistan,0.042,36.3,1991,9843851009,30,0.08,0,0.181,59,0.2,26349243,0
Armenia,0.014,38.8,5068,9206301700,133,0.019,0.1,0.175,77,0.6,2989882,2
Azerbaijan,0.018,40.9,41426,33050343783,192,0.039,0.1,0.191,73,0.5,8581300,2
Bangladesh,0.022,37,48467,68415421373,16,0.046,0,0.16,69,0.2,5971526,0
Bhutan,0.022,40.8,392,1196091806,88,0.041,0.1,0.14,66,0.2,679365,0
Brunei Darussalam,0.018,37.4,10176,12247694247,738,0.008,0.4,0.055,79,1,381440,2
Cambodia,0.026,49.0516561,3484,8639164917,28,0.045,0,0.119,72,0.2,13747288,0
China,0.012,49.0516561,8529,15493320082,113,0.017,0.2,0.075,76,0.4,5971526,2
Georgia,0.013,38.6,6190,10172260738,188,0.019,0.1,0.171,77,0.6,4388400,2
"Hong Kong SAR, China",0.01,49.0516561,39963,2.11597E+11,193,0.02,0.6,0.068,85,1.6,6916300,1
India,0.022,49.0516561,8529,15493320082,40,0.052,0,0.13,66,0.2,5971526,0
Indonesia,0.021,37.5,8529,15493320082,58,0.031,0.1,0.139,71,0.4,5971526,2
Japan,0.009,52.5,8529,15493320082,193,0.003,0.7,0.019,86,0.8,5971526,2
Kazakhstan,0.021,41.4,8529,1.0485E+11,233,0.025,0,0.119,73,0.8,15484192,1
"Korea, Dem. Rep.",0.015,49.0516561,70370,15493320082,193,0.026,0.1,0.119,72,0.5,24111989,1
"Korea, Rep.",0.01,30.2,8529,15493320082,193,0.004,0.8,0.066,83,0.9,48597652,2
Kyrgyz Republic,0.023,61.4,5871,3802566171,51,0.032,0.1,0.119,72,0.4,5268400,2
Lao PDR,0.029,35.2,1668,4222945530,29,0.065,0,0.119,67,0.2,6013278,0
"Macao SAR, China",0.008,49.0516561,1404,18054684854,193,0.02,0.5,0.078,82,1.6,493206,2
Malaysia,0.018,36,8529,1.93553E+11,256,0.007,0.6,0.064,76,0.9,26813819,1
Maldives,0.022,49.0516561,917,1541978559,315,0.015,0.2,0.13,77,1,308239,2
Mongolia,0.022,39.8,10092,4234894168,93,0.033,0.1,0.218,70,0.5,2595068,2
Myanmar,0.019,49.0516561,12636,15493320082,7,0.048,0,0.17,66,0,5971526,0
Nepal,0.026,32.8,2699,10325618017,23,0.042,0,0.08,67,0.1,25950022,0
Pakistan,0.028,40.2,8529,1.52386E+11,31,0.078,0.1,0.118,66,0.4,5971526,0
Philippines,0.026,49.1,69669,1.4936E+11,65,0.027,0.1,0.087,71,0.6,5971526,1
Singapore,0.01,49.0516561,17866,1.79981E+11,193,0.002,0.7,0.053,83,1.3,4588600,1
Sri Lanka,0.019,61.7,12457,32351184234,59,0.011,0,0.171,77,0.4,20039000,2
Tajikistan,0.031,49.0516561,3223,3719497371,28,0.05,0.1,0.227,70,0.3,7111025,0
Thailand,0.012,37.4,8529,15493320082,133,0.014,0.2,0.071,76,0.8,5971526,2
Timor-Leste,0.037,48.4,183,558700000,41,0.059,0,0.15,66,0.1,1015482,0
Turkmenistan,0.022,49.0516561,53516,12664165103,113,0.055,0,0.119,69,0.1,4858236,0
Uzbekistan,0.023,49.0516561,8529,22311393928,46,0.044,0.1,0.119,71,0.2,26868000,0
Vietnam,0.017,39.9,8529,77414425532,58,0.022,0.2,0.112,80,0.5,5971526,1
Albania,0.013,45.9,4056,10701011856,218,0.017,0.2,0.141,80,0.7,2940880,2
Andorra,0.01,49.0516561,539,3245411584,193,0.003,0.7,0.119,75,0.8,81292,2
Austria,0.009,52.4,69141,15493320082,193,0.004,0.7,0.119,83,1.2,8300788,1
Belarus,0.011,49.0516561,60282,45275711996,304,0.006,0.2,0.086,76,0.7,9560000,1
Belgium,0.012,57.3,103215,15493320082,193,0.004,0.6,0.086,83,1,10625700,1
Bosnia and Herzegovina,0.008,42.8,27884,15280615815,341,0.007,0.3,0.072,78,0.6,3868665,2
Bulgaria,0.01,35.8,52812,42113656147,375,0.012,0.3,0.1,76,1.3,7545338,1
Croatia,0.009,49.0516561,24389,59319390298,1008,0.005,0.4,0.093,79,1.2,4436000,2
Cyprus,0.012,49.0516561,8196,21841815681,193,0.004,0.4,0.067,81,0.9,1063095,2
Czech Republic,0.011,47.7,8529,1.80479E+11,1144,0.004,0.5,0.058,80,1.3,10298828,1
Denmark,0.012,32,50253,15493320082,193,0.004,0.9,0.119,81,1.2,5461438,1
Estonia,0.012,48.4,18845,21993674015,835,0.005,0.7,0.065,79,1.3,1340680,2
Faeroe Islands,0.014,49.0516561,774,2278229880,193,0.02,0.8,0.119,83,1.1,49554,2
Finland,0.011,47.8,63982,15493320082,193,0.003,0.8,0.119,83,1.1,5288720,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.7,0.119,85,0.9,5971526,2
Germany,0.008,49,8529,15493320082,193,0.004,0.8,0.119,82,1.2,5971526,2
Greece,0.01,48.9,98246,15493320082,193,0.004,0.4,0.119,82,1.1,11163002,1
Hungary,0.01,55.3,55859,1.36102E+11,1038,0.007,0.5,0.091,77,1.1,10055780,1
Iceland,0.015,49.0516561,2310,20428232684,193,0.002,0.9,0.193,83,1.1,311566,2
Ireland,0.016,49.0516561,44583,15493320082,193,0.004,0.6,0.119,82,1.2,4398942,2
Isle of Man,0.011,49.0516561,8529,4075664785,193,0.02,0.1,0.119,75,0.5,81812,2
Italy,0.01,49.0516561,8529,15493320082,193,0.004,0.4,0.063,84,1.5,5971526,2
Latvia,0.011,36.4,7928,28765687042,883,0.01,0.6,0.109,77,1,2200325,2
Liechtenstein,0.01,49.0516561,8529,4602346923,193,0.02,0.7,0.119,84,0.9,35308,2
Lithuania,0.01,46.2,15137,39325985931,725,0.007,0.5,0.069,77,1.5,3231294,2
Luxembourg,0.011,49.0516561,10869,51320661751,193,0.002,0.8,0.119,82,1.4,479993,1
"Macedonia, FYR",0.011,49.0516561,11379,8159825620,272,0.011,0.4,0.102,77,0.9,2096620,2
Malta,0.009,49.0516561,2725,7513834700,193,0.006,0.5,0.062,82,0.9,406724,2
Moldova,0.012,42.5,4686,4402495921,134,0.017,0.2,0.188,72,0.5,3576910,2
Monaco,0.02,49.0516561,8529,5974371696,193,0.004,0.6,0.119,75,0.6,35013,2
Montenegro,0.013,30.4,2252,3673382212,414,0.008,0.3,0.092,76,1.5,617800,2
Netherlands,0.011,41.8,8529,15493320082,193,0.004,0.9,0.046,82,1.2,16381696,2
Norway,0.012,41.1,45089,15493320082,193,0.003,0.9,0.066,83,1.1,4709153,1
Poland,0.01,43.4,8529,15493320082,706,0.006,0.5,0.119,80,1.1,38120560,2
Portugal,0.01,42.9,60865,15493320082,193,0.003,0.4,0.119,82,1.3,10542964,1
Romania,0.01,45.6,100960,1.70617E+11,414,0.015,0.3,0.133,76,0.9,20882982,1
Russian Federation,0.011,51.2,8529,15493320082,487,0.012,0.2,0.1,74,1.2,5971526,2
San Marino,0.009,49.0516561,8529,1687653983,193,0.003,0.5,0.076,85,0.6,30377,2
Serbia,0.009,35.8,52251,38952093544,547,0.007,0.3,0.111,76,1,7381579,1
Slovak Republic,0.01,47.3,36600,84108560088,1078,0.008,0.6,0.08,78,1.1,5374622,1
Slovenia,0.01,38.4,16212,47349639895,193,0.003,0.6,0.059,82,1,2018122,2
Spain,0.011,49.0516561,8529,15493320082,193,0.004,0.6,0.119,84,1.1,45226803,2
Sweden,0.012,53.7,48060,15493320082,193,0.003,0.8,0.119,83,1.1,9148092,2
Switzerland,0.01,27.9,38019,15493320082,193,0.004,0.8,0.032,84,1.1,7551117,2
Turkey,0.019,44.3,8529,15493320082,558,0.023,0.3,0.119,77,0.9,5971526,2
Ukraine,0.01,56.6,8529,1.42719E+11,194,0.012,0.1,0.139,74,1.2,46509350,1
United Kingdom,0.013,34.5,8529,15493320082,193,0.005,0.8,0.055,82,1.2,5971526,2
Bahrain,0.018,49.0516561,22398,21730590263,648,0.009,0.3,0.083,77,1.1,1032353,2
"Iran, Islamic Rep.",0.019,44.2,8529,15493320082,220,0.019,0.1,0.12,74,0.4,5971526,2
Iraq,0.034,27.8,62834,88837727881,95,0.032,0,0.195,72,0.5,28740630,0
Israel,0.021,35.2,66424,1.74968E+11,193,0.004,0.5,0.069,82,1.3,7180100,1
Jordan,0.03,31.1,21540,17110610000,252,0.019,0.2,0.087,75,0.8,5661000,2
Kuwait,0.021,49.0516561,75236,1.14722E+11,954,0.01,0.3,0.085,75,0.6,2554920,1
Lebanon,0.013,35.4,14972,24577114428,480,0.011,0.2,0.103,80,0.3,4139813,1
Oman,0.022,49.0516561,44587,41901170689,403,0.01,0.2,0.073,77,1,2569739,2
Qatar,0.013,49.0516561,67242,79712085615,193,0.008,0.4,0.074,79,1.1,1152459,1
Saudi Arabia,0.022,49.0516561,8529,15493320082,566,0.016,0.3,0.119,76,1.1,25915624,2
Syrian Arab Republic,0.026,43.3,57429,40405006007,79,0.015,0.1,0.102,77,0.3,19561477,1
United Arab Emirates,0.016,49.0516561,8529,15493320082,1184,0.008,0.6,0.119,77,1.3,5797347,2
"Yemen, Rep.",0.034,47.9,21712,25633674564,57,0.052,0.1,0.18,63,0.2,21182162,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,57919,2
Australia,0.014,50.1,8529,15493320082,193,0.005,0.7,0.082,84,1,20827600,2
Fiji,0.023,41.5,1203,3405050612,152,0.02,0.1,0.09,72,0.6,835392,2
French Polynesia,0.018,49.0516561,843,15493320082,193,0.02,0.3,0.119,77,0.7,260361,2
Guam,0.019,49.0516561,8529,15493320082,193,0.02,0.5,0.119,80,0.5,158331,2
Kiribati,0.024,31.8,51,123005090,160,0.05,0.1,0.119,70,0,93401,0
Marshall Islands,0.035,49.0516561,99,149739017,587,0.032,0,0.119,75,0.5,52150,2
"Micronesia, Fed. Sts.",0.025,58.7,99,255890836,292,0.035,0.1,0.14,69,0.3,105097,0
New Caledonia,0.017,49.0516561,2945,15493320082,193,0.02,0.4,0.119,80,0.7,242400,2
New Zealand,0.015,35.5,33648,1.35295E+11,193,0.005,0.7,0.086,82,1,4228300,1
Papua New Guinea,0.032,41.5,4903,6329292929,41,0.054,0,0.098,63,0,6397623,0
Samoa,0.029,49.0516561,161,490916835,164,0.016,0,0.127,75,0.5,182240,0
Solomon Islands,0.034,49.0516561,198,516209150,67,0.029,0,0.141,68,0,492148,0
Tonga,0.028,27.5,154,301064027,205,0.013,0.1,0.122,75,0.5,102289,0
Vanuatu,0.028,49.0516561,95,526425740,88,0.017,0.1,0.082,72,0.1,220001,0
Antigua and Barbuda,0.018,46.2,444,1289259236,698,0.01,0.3,0.104,77,1.3,84397,2
Argentina,0.017,49.0516561,8529,15493320082,548,0.014,0.3,0.111,79,1,39331357,1
Aruba,0.012,49.0516561,2358,2623726257,193,0.02,0.3,0.11,77,1.1,101219,2
"Bahamas, The",0.015,44.9,1547,8318996000,193,0.012,0.3,0.055,77,1.1,342049,2
Barbados,0.013,49.0516561,1426,4513250000,928,0.014,0.6,0.108,77,0.9,276277,2
Belize,0.026,34.8,425,1290500000,215,0.017,0.1,0.143,76,0.4,286196,0
Bermuda,0.013,49.0516561,517,5895048000,193,0.02,0.7,0.119,82,1.1,64888,2
Bolivia,0.028,49.0516561,12757,13120183157,64,0.04,0.1,0.129,68,0.3,9676456,0
Brazil,0.017,49.0516561,8529,15493320082,609,0.018,0.3,0.119,76,0.6,5971526,2
Canada,0.011,44.3,8529,15493320082,193,0.005,0.7,0.061,83,0.6,32887928,2
Cayman Islands,0.014,49.0516561,612,15493320082,193,0.02,0.5,0.119,75,2,51472,2
Chile,0.015,49.0516561,71154,1.73006E+11,665,0.008,0.4,0.087,82,0.8,16668892,1
Colombia,0.021,49.0516561,63439,2.0752E+11,291,0.017,0.2,0.154,77,0.8,44498390,1
Costa Rica,0.017,55.2,8573,26321999607,525,0.009,0.3,0.128,81,0.3,4463226,2
Cuba,0.011,49.0516561,26736,58603500000,587,0.005,0.1,0.119,80,0,11301674,2
Curacao,0.013,49.0516561,8529,15493320082,193,0.02,0.1,0.119,79,0.5,143026,2
Dominica,0.02,37,150,412592593,298,0.012,0.4,0.092,75,1.3,70795,2
Dominican Republic,0.023,39.5,21430,41320673508,212,0.028,0.2,0.158,75,0.6,9615015,2
Ecuador,0.023,35.3,30759,51007777000,241,0.023,0.1,0.119,78,0.7,14268397,2
El Salvador,0.021,34.7,6898,20104900000,207,0.018,0.1,0.119,76,1,6122952,2
Greenland,0.015,49.0516561,616,2121759848,193,0.02,0.6,0.119,72,1.2,56555,2
Grenada,0.019,45.3,238,758888875,448,0.012,0.2,0.098,74,0.5,103586,2
Guatemala,0.034,36.5,12636,34113106486,184,0.031,0.1,0.128,74,0.9,13317931,0
Guyana,0.022,39,1566,1740334782,89,0.034,0.1,0.146,68,0.7,770407,0
Haiti,0.028,40.4,2391,5885325590,34,0.063,0.1,0.119,62,0.3,9513714,0
Honduras,0.028,44,8779,12275491273,136,0.024,0.1,0.166,74,0.6,7178436,0
Jamaica,0.016,49.9,13480,12820055025,230,0.017,0.2,0.172,75,1,2662481,2
Mexico,0.021,52.3,8529,15493320082,565,0.016,0.2,0.076,78,0.6,5971526,2
Nicaragua,0.025,49.0516561,4595,7458167331,92,0.024,0,0.13,76,0.4,5595533,0
Panama,0.021,44.7,7125,21121900000,382,0.018,0.2,0.083,79,0.9,3491034,2
Paraguay,0.025,35.1,4136,13794909537,135,0.023,0.1,0.119,74,0.8,6125285,2
Peru,0.021,38.3,43208,1.02173E+11,192,0.019,0.3,0.229,76,0.5,28328410,1
Puerto Rico,0.012,57.6,8529,89524131617,193,0.02,0.3,0.119,83,0.7,3782995,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,77,0.5,39464,2
St. Kitts and Nevis,0.02,52.3,249,684074062,551,0.01,0.5,0.093,75,1.3,50478,2
St. Lucia,0.017,34,385,1145555535,452,0.014,0.3,0.101,76,0.9,170149,2
St. Vincent and the Grenadines,0.018,45,202,684074074,246,0.019,0.2,0.096,74,1,109045,2
Suriname,0.019,27.9,2442,2936612022,341,0.024,0.1,0.138,73,0.7,510433,2
Trinidad and Tobago,0.015,33.1,46461,21830397705,790,0.023,0.3,0.118,73,1.2,1310040,2
Turks and Caicos Islands,0.02,49.0516561,158,15493320082,193,0.02,0.1,0.119,75,0.5,28638,2
United States,0.014,46.1,8529,15493320082,193,0.007,0.8,0.081,80,0.8,5971526,2
Uruguay,0.015,49.0516561,5999,23410536914,560,0.012,0.3,0.089,80,0.9,3338384,2
"Venezuela, RB",0.022,53.6,8529,15493320082,497,0.015,0.2,0.171,77,0.9,27655937,1
Virgin Islands (U.S.),0.013,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.5,107423,2
Algeria,0.024,49.0516561,8529,1.71E+11,183,0.025,0.1,0.08,72,0.8,35725377,1
Angola,0.048,52.1,26597,84178086999,177,0.02,0,0.125,51,0.4,18314441,0
Benin,0.039,49.0516561,4492,6633561835,31,0.066,0,0.119,60,0.4,8973293,0
Botswana,0.025,49.0516561,4980,11113042238,307,0.043,0.1,0.165,46,0.8,1933719,0
Burkina Faso,0.044,44.5,1698,8350710389,39,0.076,0,0.119,55,0.2,14659646,0
Burundi,0.045,49.0516561,249,1611634286,15,0.066,0,0.165,53,0.1,8624280,0
Cameroon,0.039,50.4,5545,23735537026,60,0.071,0,0.119,54,0.3,19595026,0
Central African Republic,0.036,49.0516561,235,1985370255,20,0.107,0,0.119,48,0.1,4185106,0
Chad,0.048,49.0516561,510,10351933632,27,0.097,0,0.119,50,0.1,11030628,0
Comoros,0.038,49.0516561,125,530131963,42,0.066,0,0.105,61,0.1,649291,0
"Congo, Dem. Rep.",0.045,49.0516561,2820,19206060075,15,0.097,0,0.119,50,0.2,5971526,0
"Congo, Rep.",0.039,49.0516561,1474,11859015181,64,0.049,0,0.119,57,0.5,3876475,0
Cote d'Ivoire,0.036,44.6,6872,23414253328,83,0.082,0,0.119,50,0.6,18260044,0
Djibouti,0.029,37.8,524,999105339,92,0.066,0,0.116,61,0.1,810100,0
"Egypt, Arab Rep.",0.024,44,8529,1.62818E+11,101,0.021,0.2,0.123,72,0.5,5971526,1
Equatorial Guinea,0.037,44.1,4503,15419096232,792,0.08,0,0.119,52,0.3,658025,0
Eritrea,0.039,49.0516561,414,1380188800,9,0.042,0,0.119,63,0,5382163,0
Ethiopia,0.036,30.3,6370,26571320718,14,0.057,0,0.08,61,0,5971526,0
Gabon,0.033,44.7,1566,15685389827,283,0.046,0.1,0.119,62,0.9,1482843,0
"Gambia, The",0.044,49.0516561,411,965771303,25,0.054,0.1,0.119,59,0.7,1577984,0
Ghana,0.033,32.5,8529,28528016511,69,0.056,0,0.119,61,0.5,23110139,0
Guinea,0.039,49.0516561,1214,4515824643,26,0.077,0,0.119,55,0.3,10314678,0
Guinea-Bissau,0.039,45.9,227,842890956,34,0.089,0,0.119,55,0.3,1516920,0
