Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
Lao PDR,0.03,49.0516561,902,1768619058,13,0.08,0,0.119,64,0,5470169,0
"Macao SAR, China",0.008,49.0516561,1687,6514271488,193,0.02,0.2,0.08,80,0.4,438080,2
Malaysia,0.022,49.0516561,8529,92783947368,130,0.008,0.3,0.071,75,0.3,23925742,1
Maldives,0.023,49.0516561,576,802442810,153,0.032,0,0.13,72,0.1,277825,0
Mongolia,0.019,49.0516561,7884,1267997923,24,0.047,0,0.119,67,0.1,2419669,0
Myanmar,0.02,49.0516561,8724,15493320082,2,0.057,0,0.15,64,0,48894203,0
Nepal,0.032,49.0516561,3454,6007061224,13,0.057,0,0.077,64,0,23655119,0
Pakistan,0.03,49.0516561,8529,72309738921,13,0.086,0,0.119,65,0,5971526,0
Philippines,0.029,49.0516561,71052,76261998623,29,0.03,0,0.124,70,0.2,5971526,1
Singapore,0.012,49.0516561,49541,89285087395,526,0.003,0.4,0.056,80,0.7,4138000,1
Sri Lanka,0.018,49.0516561,10246,15746224410,31,0.013,0,0.194,76,0,18797000,0
Tajikistan,0.03,49.0516561,2292,1080774006,8,0.07,0,0.211,68,0,6289340,0
Thailand,0.014,49.0516561,8529,1.15536E+11,61,0.018,0.1,0.073,75,0.1,5971526,1
Timor-Leste,0.041,49.0516561,8529,429700000,20,0.08,0.1,0.119,62,0.5,871353,0
Turkmenistan,0.023,49.0516561,39270,3534771969,58,0.065,0,0.119,68,0,4551762,0
Uzbekistan,0.021,49.0516561,8529,11401351420,24,0.052,0,0.119,70,0,24964450,0
Vietnam,0.017,49.0516561,61140,35291349277,22,0.026,0,0.094,79,0,5971526,1
Albania,0.018,49.0516561,3223,4091020249,75,0.022,0,0.197,78,0.1,3064111,2
Andorra,0.012,49.0516561,524,1264760246,1294,0.004,0.1,0.119,75,0.4,68000,2
Austria,0.009,49.0516561,65716,1.91679E+11,193,0.005,0.4,0.119,82,0.8,8042293,1
Belarus,0.009,49.0516561,52596,12354820144,83,0.01,0,0.119,75,0,9928000,2
Belgium,0.011,49.0516561,8529,15493320082,193,0.005,0.3,0.085,81,0.7,10286570,2
Bosnia and Herzegovina,0.01,49.0516561,20700,5748990555,108,0.008,0,0.119,77,0.1,3879353,2
Bulgaria,0.009,49.0516561,46454,13868600710,129,0.017,0.1,0.111,75,0.2,8020282,2
Croatia,0.009,49.0516561,20715,23052044813,376,0.007,0.1,0.095,78,0.4,4440000,2
Cyprus,0.013,49.0516561,6846,9679304971,776,0.005,0.2,0.075,80,0.3,961481,2
Czech Republic,0.009,49.0516561,8529,64375288107,403,0.005,0.1,0.072,78,0.7,10216605,1
Denmark,0.012,49.0516561,49035,1.60476E+11,193,0.005,0.4,0.082,79,0.7,5358783,1
Estonia,0.009,49.0516561,15596,6240147810,218,0.008,0.3,0.078,76,0.5,1388115,2
Faeroe Islands,0.02,49.0516561,792,1154899793,193,0.02,0.4,0.119,82,0.5,47135,2
Finland,0.011,49.0516561,56424,1.24643E+11,193,0.003,0.4,0.058,82,0.8,5188008,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.3,0.07,83,0.6,5971526,2
Germany,0.009,49.0516561,8529,15493320082,193,0.004,0.3,0.1,81,0.7,5971526,2
Greece,0.009,49.0516561,93806,1.29842E+11,1055,0.006,0.1,0.086,81,0.7,10951764,1
Hungary,0.01,49.0516561,57022,52720966883,374,0.009,0.1,0.121,77,0.5,10187576,1
Iceland,0.014,49.0516561,2101,7922983043,193,0.003,0.5,0.18,83,0.9,284968,2
Ireland,0.015,49.0516561,44151,1.05167E+11,193,0.006,0.2,0.048,80,0.8,3866243,1
Isle of Man,0.02,49.0516561,8529,1614595291,193,0.02,0.1,0.119,75,0.5,77616,2
Italy,0.009,49.0516561,8529,15493320082,193,0.004,0.3,0.073,83,0.9,5971526,2
Latvia,0.008,49.0516561,6854,8313047744,215,0.014,0.1,0.112,77,0.3,2337170,2
Liechtenstein,0.012,49.0516561,8529,2491800559,193,0.02,0.5,0.119,82,0.3,33475,2
Lithuania,0.009,49.0516561,12919,12159225000,220,0.009,0.1,0.096,78,0.3,3470818,2
Luxembourg,0.012,49.0516561,8801,20196868009,193,0.004,0.4,0.119,81,0.9,441525,2
"Macedonia, FYR",0.012,49.0516561,11998,3436961385,141,0.014,0,0.194,76,0.1,2065098,2
Malta,0.01,49.0516561,2486,3917620728,675,0.007,0.2,0.069,81,0.6,393028,2
Moldova,0.012,49.0516561,3715,1480656884,29,0.024,0,0.119,71,0.1,3631462,2
Monaco,0.02,49.0516561,8529,2671401083,193,0.004,0.5,0.119,75,0.4,32366,2
Montenegro,0.013,49.0516561,8529,1159891560,160,0.012,0.1,0.119,77,0.5,611525,2
Netherlands,0.013,49.0516561,8529,15493320082,193,0.005,0.5,0.05,81,0.8,16046180,2
Norway,0.013,49.0516561,41092,1.70923E+11,193,0.004,0.6,0.087,82,0.8,4513751,1
Poland,0.01,49.0516561,8529,1.90421E+11,292,0.008,0.1,0.184,78,0.3,38248076,1
Portugal,0.011,49.0516561,62863,1.20332E+11,1087,0.005,0.2,0.119,80,0.8,10362722,1
Romania,0.01,49.0516561,95672,40585886769,79,0.022,0,0.119,75,0.2,22131970,1
Russian Federation,0.009,49.0516561,8529,15493320082,119,0.019,0,0.179,72,0.1,5971526,2
San Marino,0.02,49.0516561,8529,815205233,193,0.005,0.5,0.088,84,0.6,27467,2
Serbia,0.011,49.0516561,8529,11390468619,84,0.011,0.1,0.119,75,0.5,7503433,2
Slovak Republic,0.01,49.0516561,39358,30318731991,216,0.01,0.1,0.112,78,0.4,5378867,2
Slovenia,0.009,49.0516561,15163,20498926981,883,0.004,0.3,0.151,80,0.7,1992060,2
Spain,0.01,49.0516561,8529,15493320082,1089,0.005,0.2,0.052,83,0.7,40756001,2
Sweden,0.01,49.0516561,51129,2.27359E+11,193,0.003,0.5,0.056,82,0.8,8895960,1
Switzerland,0.01,49.0516561,42963,15493320082,193,0.005,0.6,0.043,83,0.7,7229854,2
Turkey,0.021,49.0516561,8529,1.96005E+11,148,0.032,0.1,0.119,74,0.3,5971526,1
Ukraine,0.008,49.0516561,8529,38009344577,44,0.015,0,0.119,74,0,48683865,2
United Kingdom,0.011,49.0516561,8529,15493320082,193,0.006,0.3,0.051,80,0.8,5971526,2
Bahrain,0.021,49.0516561,13927,8976446420,488,0.011,0.2,0.107,76,0.4,698749,2
"Iran, Islamic Rep.",0.018,49.0516561,8529,1.15438E+11,294,0.027,0,0.119,71,0,5971526,2
Iraq,0.036,49.0516561,85342,15493320082,8,0.035,0,0.119,73,0.5,24516842,0
Israel,0.021,49.0516561,65749,1.22941E+11,193,0.005,0.2,0.1,81,0.9,6439000,1
Jordan,0.031,49.0516561,16003,8972965061,184,0.023,0,0.109,73,0.2,4917000,2
Kuwait,0.023,49.0516561,55122,34890773740,634,0.011,0.1,0.079,74,0.4,1980604,1
Lebanon,0.018,49.0516561,16208,17649751244,571,0.016,0.1,0.172,77,0.2,3357600,2
Oman,0.023,49.0516561,20286,19949284975,263,0.013,0.1,0.092,75,0.1,2239025,2
Qatar,0.019,49.0516561,30363,17538461033,732,0.01,0.1,0.119,78,0.3,611808,2
Saudi Arabia,0.026,49.0516561,8529,1.83012E+11,397,0.019,0,0.119,75,0.1,20891594,1
Syrian Arab Republic,0.03,49.0516561,48786,21099833784,58,0.019,0,0.09,75,0,16700984,0
United Arab Emirates,0.016,49.0516561,101415,1.03312E+11,815,0.009,0.3,0.081,76,0.6,3132104,1
"Yemen, Rep.",0.039,49.0516561,16252,9854042165,27,0.067,0,0.175,62,0,18029989,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0,58176,2
Australia,0.013,49.0516561,8529,15493320082,193,0.005,0.5,0.087,82,0.6,19413000,2
Fiji,0.024,49.0516561,1115,1660102346,67,0.02,0,0.083,70,0.1,814700,0
French Polynesia,0.02,49.0516561,737,15493320082,193,0.02,0.1,0.119,76,0.3,241276,2
Guam,0.021,49.0516561,8529,15493320082,193,0.02,0.3,0.119,78,0.2,156417,2
Kiribati,0.028,49.0516561,26,63101272,67,0.053,0,0.119,68,0,84261,0
Marshall Islands,0.02,49.0516561,81,115152143,412,0.033,0,0.119,75,0,52184,2
"Micronesia, Fed. Sts.",0.029,49.0516561,176,240051900,190,0.041,0,0.153,68,0.5,107170,0
New Caledonia,0.02,49.0516561,1907,15493320082,193,0.02,0.2,0.119,78,0.3,217324,2
New Zealand,0.014,49.0516561,34510,53305639461,1052,0.006,0.5,0.076,81,0.6,3880500,1
Papua New Guinea,0.035,49.0516561,3231,3081029666,25,0.058,0,0.162,61,0,5518971,0
Samoa,0.03,49.0516561,143,243324190,79,0.018,0,0.119,73,0,175567,0
Solomon Islands,0.035,49.0516561,172,400464593,61,0.029,0,0.146,65,0,423529,0
Tonga,0.028,49.0516561,143,167042880,96,0.015,0,0.113,73,0,98504,0
Vanuatu,0.032,49.0516561,88,257926882,50,0.019,0,0.088,70,0,189285,0
Antigua and Barbuda,0.02,49.0516561,345,778311557,429,0.013,0.1,0.116,76,0.3,78972,2
Argentina,0.018,49.0516561,8529,15493320082,676,0.018,0.1,0.119,78,0.2,37273361,2
Aruba,0.014,49.0516561,2237,1920262570,193,0.02,0.2,0.121,76,0.6,92894,2
"Bahamas, The",0.017,49.0516561,1569,6516651000,1107,0.013,0.1,0.06,76,0.2,303005,2
Barbados,0.013,49.0516561,1221,3112350000,635,0.015,0.1,0.096,76,0.2,268296,2
Belize,0.029,49.0516561,711,871840755,160,0.021,0.1,0.155,74,0.2,245198,0
Bermuda,0.013,49.0516561,495,3680483000,193,0.02,0.5,0.119,81,0.2,62504,2
Bolivia,0.031,49.0516561,9824,8141513292,59,0.054,0,0.201,65,0.1,8669066,0
Brazil,0.02,49.0516561,8529,15493320082,228,0.027,0,0.119,74,0.2,5971526,1
Canada,0.011,49.0516561,8529,15493320082,193,0.005,0.6,0.058,82,0.3,31081900,2
Cayman Islands,0.02,49.0516561,455,15493320082,193,0.02,0.1,0.119,75,0.4,43317,2
Chile,0.016,49.0516561,52757,72336972322,348,0.009,0.2,0.119,80,0.3,15639289,1
Colombia,0.023,49.0516561,56274,98203544965,144,0.021,0,0.207,75,0.1,40558648,1
Costa Rica,0.02,49.0516561,5761,16403602943,291,0.011,0.1,0.119,80,0.1,4013488,2
Cuba,0.013,49.0516561,25453,31683300000,178,0.006,0,0.119,79,0,11175465,2
Curacao,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,128905,2
Dominica,0.02,49.0516561,114,330949850,236,0.013,0.1,0.111,75,0.1,69660,2
Dominican Republic,0.025,49.0516561,20235,24894907435,173,0.032,0,0.119,74,0.1,8799298,2
Ecuador,0.025,49.0516561,23447,24468324000,77,0.027,0,0.162,77,0.1,12780869,0
El Salvador,0.024,49.0516561,5948,13812700000,184,0.025,0,0.119,75,0.1,5985299,0
Greenland,0.017,49.0516561,539,1086170639,193,0.02,0.4,0.119,70,0.3,56350,2
Grenada,0.019,49.0516561,194,523279846,392,0.013,0.1,0.102,73,0.1,101849,2
Guatemala,0.036,49.0516561,10627,18702820735,105,0.039,0,0.19,72,0.1,11478984,0
Guyana,0.022,49.0516561,1595,696281469,54,0.038,0.1,0.17,67,0.1,747657,0
Haiti,0.031,49.0516561,1569,3507981946,23,0.073,0,0.119,59,0,8720247,0
Honduras,0.031,49.0516561,5713,7566517572,83,0.03,0,0.119,73,0,6365040,0
Jamaica,0.019,49.0516561,10627,9104515930,178,0.02,0,0.206,74,0.2,2605556,2
Mexico,0.024,49.0516561,8529,15493320082,373,0.02,0.1,0.128,77,0.2,5971526,2
Nicaragua,0.027,49.0516561,3964,5323146568,54,0.031,0,0.186,73,0,5176685,0
Panama,0.024,49.0516561,7008,11807500000,293,0.021,0.1,0.11,78,0.2,3116409,2
Paraguay,0.028,49.0516561,3821,7662595076,107,0.027,0,0.119,73,0.2,5460621,0
Peru,0.024,49.0516561,27165,51295103189,96,0.028,0.1,0.119,74,0.1,26372358,2
Puerto Rico,0.015,49.0516561,8529,69668635000,193,0.02,0.2,0.119,81,0.4,3818774,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,31189,2
St. Kitts and Nevis,0.017,49.0516561,183,455905602,378,0.013,0.1,0.111,75,0,46214,2
St. Lucia,0.019,49.0516561,363,708290496,278,0.015,0.1,0.13,74,0,158650,2
St. Vincent and the Grenadines,0.019,49.0516561,180,431017935,145,0.019,0.1,0.116,73,0.1,107989,2
Suriname,0.022,49.0516561,2266,763465571,136,0.029,0,0.119,72,0.2,473312,2
Trinidad and Tobago,0.015,49.0516561,25024,8824873156,305,0.025,0.2,0.157,72,0.2,1272347,2
Turks and Caicos Islands,0.02,49.0516561,15,15493320082,193,0.02,0.1,0.119,75,0.5,20186,2
United States,0.014,49.0516561,8529,15493320082,193,0.007,0.5,0.069,79,0.4,5971526,2
Uruguay,0.016,49.0516561,5090,20898788420,703,0.014,0.1,0.119,79,0.2,3326762,2
"Venezuela, RB",0.023,49.0516561,8529,1.2291E+11,295,0.018,0,0.225,76,0.3,24870441,1
Virgin Islands (U.S.),0.013,49.0516561,8529,15493320082,193,0.02,0.2,0.119,81,0.4,108386,2
Algeria,0.019,49.0516561,90854,56760288962,65,0.032,0,0.086,71,0,32572977,1
Angola,0.05,49.0516561,12666,12497346043,33,0.02,0,0.119,48,0,14886574,0
Benin,0.042,49.0516561,2054,2807657386,16,0.085,0,0.119,58,0,7414744,0
Botswana,0.026,49.0516561,4485,5438856515,193,0.054,0,0.162,49,0.2,1808976,0
Burkina Faso,0.046,49.0516561,1005,3205592273,13,0.094,0,0.119,52,0,12296399,0
Burundi,0.043,49.0516561,220,825394484,6,0.086,0,0.195,50,0,7037727,0
Cameroon,0.041,49.0516561,3418,10879778328,31,0.087,0,0.18,53,0,16782044,0
Central African Republic,0.039,49.0516561,246,991387865,11,0.02,0,0.18,46,0,3767248,0
Chad,0.051,49.0516561,169,1987622269,18,0.104,0,0.18,48,0,8959964,0
Comoros,0.039,49.0516561,92,251162421,15,0.072,0,0.12,60,0.5,556028,0
"Congo, Dem. Rep.",0.047,49.0516561,1544,8728037672,5,0.02,0,0.119,48,0,5971526,0
"Congo, Rep.",0.039,49.0516561,708,3019993723,23,0.073,0,0.18,54,0.1,3283719,0
Cote d'Ivoire,0.038,49.0516561,7286,11486664265,33,0.096,0,0.119,47,0.1,16674987,0
Djibouti,0.029,49.0516561,400,591122040,42,0.076,0,0.113,59,0,744434,0
"Egypt, Arab Rep.",0.024,49.0516561,8529,87850680573,74,0.031,0,0.138,71,0.1,5971526,1
Equatorial Guinea,0.039,49.0516561,4980,1806742733,71,0.094,0,0.18,49,0.1,551399,0
Eritrea,0.04,49.0516561,605,729321364,6,0.054,0,0.119,59,0.5,4281576,0
Ethiopia,0.042,49.0516561,4481,7707034813,5,0.083,0,0.087,55,0,5971526,0
Gabon,0.033,49.0516561,1778,4931503836,142,0.054,0,0.18,61,0.2,1285318,0
"Gambia, The",0.045,49.0516561,315,578235310,17,0.061,0,0.119,57,0.1,1306667,0
Ghana,0.034,49.0516561,7437,6166197192,15,0.062,0,0.119,58,0,19786307,0
Guinea,0.041,49.0516561,1324,2949637039,20,0.095,0,0.119,51,0,9045748,0
Guinea-Bissau,0.041,49.0516561,154,406669723,17,0.104,0,0.119,53,0.5,1330849,0
Kenya,0.039,49.0516561,7968,13147736954,18,0.066,0,0.185,54,0,33000524,0
Lesotho,0.03,49.0516561,8529,656802669,24,0.082,0,0.171,45,0.1,1885487,0
Liberia,0.042,49.0516561,502,536000000,9,0.104,0,0.202,54,0,3070673,0
Libya,0.023,49.0516561,47832,19842519685,185,0.023,0,0.07,74,0,5340389,2
Madagascar,0.04,49.0516561,1236,4397254715,14,0.064,0,0.119,61,0,16736029,0
Malawi,0.044,49.0516561,884,2665158943,11,0.09,0,0.119,47,0,11926778,0
Mali,0.048,49.0516561,554,3342824260,19,0.109,0,0.119,50,0,10882662,0
Mauritania,0.038,49.0516561,1434,1324424463,24,0.076,0,0.21,61,0.1,2877431,0
Mauritius,0.017,49.0516561,2981,4767303153,168,0.014,0.1,0.21,76,0.3,1210196,2
Morocco,0.021,49.0516561,38254,40416114690,73,0.04,0,0.131,70,0.2,29311443,0
Mozambique,0.045,49.0516561,1588,4201332885,14,0.104,0,0.119,49,0,19319894,0
Namibia,0.031,49.0516561,1760,3361236321,106,0.049,0,0.138,56,0.1,1958303,0
Niger,0.052,49.0516561,814,2170481498,12,0.094,0,0.119,52,0,11817297,0
Nigeria,0.043,49.0516561,98125,59116868250,18,0.106,0,0.119,48,0,5971526,0
Rwanda,0.04,49.0516561,689,1677447003,8,0.092,0,0.164,51,0,8987523,0
Sao Tome and Principe,0.037,49.0516561,59,84617971,59,0.054,0.1,0.119,66,0,144447,0
Senegal,0.04,49.0516561,4547,5333862344,26,0.065,0,0.119,60,0.1,10390050,0
Seychelles,0.018,49.0516561,543,698083345,371,0.012,0.1,0.106,77,0.5,83700,2
Sierra Leone,0.043,49.0516561,609,1239004288,44,0.02,0,0.222,40,0,4493047,0
Somalia,0.048,49.0516561,572,15493320082,193,0.105,0,0.119,53,0,7825924,0
South Africa,0.024,49.0516561,8529,1.11101E+11,205,0.053,0.1,0.158,55,0.3,45808736,1
South Sudan,0.041,49.0516561,8529,15493320082,193,0.1,0.1,0.119,51,0.5,7186820,0
Sudan,0.039,49.0516561,8119,14803423335,18,0.066,0,0.119,61,0,29186427,0
Swaziland,0.032,49.0516561,1126,1224220675,58,0.082,0,0.153,47,0.1,1082183,0
Tanzania,0.042,49.0516561,3590,10805600069,10,0.071,0,0.164,52,0,35806497,0
Togo,0.039,49.0516561,1232,1474630199,14,0.073,0,0.119,55,0,5123674,0
Tunisia,0.017,49.0516561,21016,23141757278,128,0.023,0.1,0.119,75,0.1,9781900,2
Uganda,0.048,49.0516561,1668,6178563467,18,0.081,0,0.191,50,0,25943441,0
Zambia,0.045,49.0516561,1969,3711284087,24,0.091,0,0.119,44,0,10625423,0
Zimbabwe,0.032,49.0516561,11932,6342116354,193,0.059,0,0.119,43,0,12640922,0
Afghanistan,0.048,49.0516561,359,4128818043,14,0.091,0,0.119,57,0,22202806,0
Armenia,0.013,49.0516561,3044,2376335048,42,0.024,0,0.211,76,0,3047002,2
Azerbaijan,0.014,49.0516561,29615,6236024951,34,0.053,0.1,0.174,70,0.1,8171950,0
Bangladesh,0.026,49.0516561,33707,47571130071,11,0.059,0,0.16,67,0,5971526,0
Bhutan,0.026,49.0516561,418,537050133,71,0.053,0,0.153,62,0.5,598455,0
Brunei Darussalam,0.022,49.0516561,5321,5843329102,526,0.008,0.2,0.055,78,0.4,346407,2
Cambodia,0.027,49.0516561,2208,4284028138,22,0.069,0,0.119,67,0,12709336,0
China,0.013,49.0516561,8529,15493320082,54,0.026,0,0.053,74,0.2,5971526,2
Georgia,0.012,49.0516561,3388,3395778661,64,0.028,0,0.119,76,0.1,4357000,2
"Hong Kong SAR, China",0.007,49.0516561,36952,1.66349E+11,193,0.02,0.4,0.05,85,0.9,6744100,1
India,0.025,49.0516561,8529,15493320082,21,0.062,0,0.119,64,0,5971526,0
Indonesia,0.021,49.0516561,8529,1.95661E+11,20,0.038,0,0.189,70,0.1,5971526,1
Japan,0.009,49.0516561,8529,15493320082,193,0.003,0.5,0.019,85,0.6,5971526,2
Kazakhstan,0.015,49.0516561,8529,24636598581,61,0.034,0,0.119,72,0.1,14858948,1
"Korea, Dem. Rep.",0.017,49.0516561,76109,15493320082,193,0.034,0.1,0.119,70,0.5,23248059,1
"Korea, Rep.",0.01,49.0516561,8529,15493320082,581,0.006,0.6,0.068,80,0.7,47622179,2
Kyrgyz Republic,0.019,49.0516561,4848,1605640633,17,0.039,0,0.119,72,0,4990700,0
Lao PDR,0.029,49.0516561,1177,1758176653,13,0.078,0,0.119,64,0,5545245,0
"Macao SAR, China",0.008,49.0516561,1525,7008026415,193,0.02,0.3,0.061,80,0.6,444150,2
Malaysia,0.021,49.0516561,8529,1.00846E+11,138,0.008,0.3,0.065,75,0.4,24413795,1
Maldives,0.022,49.0516561,689,828240882,152,0.028,0.1,0.135,73,0.1,282743,0
Mongolia,0.019,49.0516561,8287,1396555772,28,0.044,0,0.119,67,0.1,2443231,0
Myanmar,0.02,49.0516561,9208,15493320082,3,0.056,0,0.15,65,0,49261313,0
Nepal,0.031,49.0516561,2710,6050875807,14,0.054,0,0.068,64,0,24102862,0
Pakistan,0.029,49.0516561,8529,72306820396,15,0.085,0,0.119,65,0,5971526,0
Philippines,0.029,49.0516561,71338,81357657790,28,0.029,0,0.091,70,0.2,5971526,1
Singapore,0.011,49.0516561,47231,91941791944,632,0.003,0.5,0.053,81,0.8,4176000,1
Sri Lanka,0.019,49.0516561,11008,17102623876,34,0.013,0,0.132,76,0,18921000,2
Tajikistan,0.029,49.0516561,1881,1221113795,9,0.066,0,0.147,68,0,6404118,0
Thailand,0.014,49.0516561,8529,1.26877E+11,74,0.018,0.1,0.069,75,0.3,5971526,1
Timor-Leste,0.04,49.0516561,161,426700000,19,0.076,0.1,0.119,63,0.5,899367,0
Turkmenistan,0.023,49.0516561,40245,4462028989,63,0.063,0,0.119,68,0,4600171,0
Uzbekistan,0.021,49.0516561,8529,9687951055,21,0.05,0,0.119,70,0,25271850,0
Vietnam,0.017,49.0516561,70806,37947904054,22,0.026,0,0.091,79,0,5971526,1
Albania,0.017,49.0516561,3751,4449373456,89,0.021,0,0.153,78,0.3,3051427,2
Andorra,0.011,49.0516561,532,1456198796,193,0.004,0.1,0.119,75,0.5,71639,2
Austria,0.01,49.0516561,67179,2.07537E+11,193,0.004,0.4,0.119,82,0.8,8081957,1
Belarus,0.009,49.0516561,52390,14594925393,96,0.009,0.1,0.119,74,0,9865000,2
Belgium,0.011,49.0516561,8529,15493320082,193,0.004,0.5,0.077,81,0.8,10332785,2
Bosnia and Herzegovina,0.009,49.0516561,22919,6651226179,122,0.007,0,0.127,77,0.2,3897579,2
Bulgaria,0.009,49.0516561,44635,15979194511,154,0.016,0.1,0.092,75,0.3,7868468,2
Croatia,0.009,49.0516561,21877,26524896398,375,0.007,0.2,0.128,78,0.5,4440000,2
Cyprus,0.013,49.0516561,7022,10557366162,882,0.005,0.3,0.072,80,0.4,979877,2
Czech Republic,0.009,49.0516561,8529,78425201661,522,0.005,0.2,0.067,79,0.8,10196916,1
Denmark,0.012,49.0516561,49266,1.73881E+11,193,0.004,0.6,0.071,79,0.8,5375931,1
Estonia,0.01,49.0516561,14936,7324390332,256,0.008,0.4,0.067,77,0.7,1379350,2
Faeroe Islands,0.02,49.0516561,763,1268445919,193,0.02,0.5,0.119,82,0.7,47751,2
Finland,0.011,49.0516561,61078,1.35184E+11,193,0.003,0.6,0.048,82,0.9,5200598,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.3,0.066,83,0.6,5971526,2
Germany,0.009,49.0516561,8529,15493320082,193,0.004,0.5,0.097,81,0.7,5971526,2
Greece,0.009,49.0516561,93670,1.4605E+11,1223,0.006,0.1,0.074,81,0.8,10983723,1
Hungary,0.01,49.0516561,56094,66389489264,495,0.009,0.2,0.102,77,0.7,10158608,1
Iceland,0.014,49.0516561,2171,8907207933,193,0.003,0.8,0.154,83,0.9,287523,2
Ireland,0.015,49.0516561,43762,1.23016E+11,193,0.005,0.3,0.038,80,0.8,3931947,1
Isle of Man,0.011,49.0516561,8529,1897606791,193,0.02,0.1,0.119,82,0.5,78338,2
Italy,0.009,49.0516561,8529,15493320082,193,0.004,0.3,0.065,83,0.9,5971526,2
Latvia,0.009,49.0516561,6652,9314784080,248,0.013,0.2,0.08,77,0.4,2310173,2
Liechtenstein,0.012,49.0516561,8529,2688617885,193,0.02,0.6,0.119,82,0.3,33821,2
Lithuania,0.009,49.0516561,13212,14163949142,263,0.009,0.2,0.068,78,0.5,3443067,2
Luxembourg,0.012,49.0516561,9417,22568793525,193,0.003,0.4,0.119,82,1.1,446175,2
"Macedonia, FYR",0.012,49.0516561,10935,3791306758,170,0.013,0.2,0.184,76,0.2,2074441,2
Malta,0.01,49.0516561,2299,4296164768,839,0.006,0.3,0.06,81,0.7,395969,2
Moldova,0.012,49.0516561,3986,1661818168,37,0.023,0,0.119,71,0.1,3623062,2
Monaco,0.02,49.0516561,8529,2905973022,193,0.004,0.5,0.119,75,0.5,32653,2
Montenegro,0.013,49.0516561,8529,1284504509,180,0.011,0.1,0.119,77,0.5,612325,2
Netherlands,0.013,49.0516561,8529,15493320082,193,0.005,0.6,0.04,81,0.8,16148929,2
Norway,0.012,49.0516561,37429,1.91927E+11,193,0.004,0.7,0.087,82,0.8,4538159,1
Poland,0.009,49.0516561,8529,1.98179E+11,328,0.007,0.2,0.12,79,0.4,38230364,1
Portugal,0.011,49.0516561,66820,1.32286E+11,1190,0.005,0.2,0.119,81,0.8,10419631,1
Romania,0.01,49.0516561,92174,45988510814,97,0.022,0.1,0.119,75,0.2,21730496,1
Russian Federation,0.01,49.0516561,8529,15493320082,142,0.018,0,0.157,72,0.1,5971526,2
San Marino,0.02,49.0516561,8529,879957210,193,0.004,0.5,0.08,85,0.6,28064,2
Serbia,0.01,49.0516561,8529,15102567925,179,0.01,0.1,0.197,75,0.5,7500031,2
Slovak Republic,0.01,49.0516561,39252,34638306042,256,0.009,0.4,0.103,78,0.5,5376912,2
Slovenia,0.009,49.0516561,15420,23136352386,1000,0.004,0.3,0.132,80,0.8,1994530,2
Spain,0.01,49.0516561,8529,15493320082,1215,0.005,0.2,0.043,83,0.8,41431558,2
Sweden,0.011,49.0516561,57425,15493320082,193,0.003,0.7,0.056,82,0.9,8924958,1
Switzerland,0.01,49.0516561,40718,15493320082,193,0.005,0.6,0.039,83,0.8,7284753,2
Turkey,0.021,49.0516561,8529,15493320082,180,0.03,0.1,0.119,75,0.4,5971526,2
Ukraine,0.009,49.0516561,8529,42392896031,55,0.014,0,0.119,74,0.1,48202500,1
United Kingdom,0.011,49.0516561,8529,15493320082,193,0.005,0.6,0.04,81,0.8,5971526,2
Bahrain,0.02,49.0516561,15698,9632411109,510,0.01,0.2,0.084,76,0.5,732541,2
"Iran, Islamic Rep.",0.018,49.0516561,8529,1.16421E+11,102,0.026,0,0.119,72,0,5971526,1
Iraq,0.035,49.0516561,87260,15493320082,9,0.035,0,0.119,73,0,25238267,0
Israel,0.021,49.0516561,63146,1.12974E+11,193,0.005,0.2,0.099,82,1,6570000,1
Jordan,0.031,49.0516561,16887,9580161951,189,0.022,0.1,0.102,74,0.2,5038000,2
Kuwait,0.022,49.0516561,52753,38138801497,661,0.011,0.1,0.065,74,0.6,2048232,1
Lebanon,0.017,49.0516561,16039,19152238806,546,0.015,0.1,0.166,77,0.2,3515604,1
Oman,0.023,49.0516561,25471,20049414986,278,0.013,0.1,0.085,75,0.2,2308409,2
Qatar,0.018,49.0516561,28482,19363735706,833,0.01,0.1,0.119,78,0.4,629745,2
Saudi Arabia,0.025,49.0516561,8529,1.88551E+11,375,0.018,0.1,0.119,75,0.2,21825217,1
Syrian Arab Republic,0.029,49.0516561,39068,21582248882,57,0.018,0,0.09,76,0,16994676,0
United Arab Emirates,0.016,49.0516561,84704,1.09816E+11,917,0.009,0.3,0.119,76,0.8,3223969,1
"Yemen, Rep.",0.038,49.0516561,15764,10693278292,27,0.064,0,0.177,62,0,18551068,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0,58729,2
Australia,0.013,49.0516561,8529,15493320082,193,0.005,0.1,0.082,83,0.6,19651400,2
